Label,Age,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AgeEducation,AgeMoneyly,IntoAge,Satisfaction,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes
1,1,24,2,1907,1,3,4,2,1,2,3,4,0,5,3,3,4,2,1,0,3.5714285714285716,138,51,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
0,1,14,4,1934,3,3,2,2,8,2,3,3,1,16,4,4,8,7,1,7,8.51063829787234,348,31,8,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,1,25,4,1318,4,2,2,2,2,2,3,3,0,9,2,3,5,4,1,0,10.0,454,31,9,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0,1,4,3,1916,1,4,3,2,8,2,3,2,1,4,0,2,2,2,2,2,9.67741935483871,513,27,6,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,1,6,3,811,3,4,1,2,1,2,4,3,2,1,2,3,0,0,0,0,13.043478260869565,278,22,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,1,2,3,1207,2,3,3,2,1,2,3,4,1,5,2,3,5,4,1,4,9.090909090909092,327,28,9,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0,1,2,2,1898,1,4,3,2,0,2,3,2,0,9,5,2,8,7,0,7,7.407407407407407,962,18,6,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
0,1,2,3,1706,4,3,4,2,1,2,3,1,1,10,3,3,10,9,8,8,6.976744186046512,547,33,9,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,1,28,4,1554,2,2,3,2,0,2,4,1,2,6,5,3,5,3,4,2,11.428571428571429,138,29,6,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
0,1,5,4,729,4,2,1,2,5,2,4,3,1,20,2,3,18,13,1,12,10.0,523,20,8,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,1,18,4,1133,1,3,4,2,2,2,4,1,0,18,0,3,11,9,0,9,11.11111111111111,648,18,6,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
0,1,1,2,57,3,3,4,2,1,2,4,4,0,12,2,3,12,8,3,7,6.666666666666667,401,18,11,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
0,1,2,4,1873,2,2,4,2,8,2,4,2,1,19,2,4,5,2,0,4,7.2727272727272725,96,36,8,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0,1,1,5,204,3,3,2,2,1,2,3,1,2,10,3,3,10,8,0,6,14.285714285714286,625,25,6,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1,8,1,1150,2,2,4,2,1,2,3,3,1,10,2,2,10,7,1,2,3.4482758620689653,348,19,9,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,1,2,3,1458,1,2,1,2,2,2,4,2,0,11,2,4,1,0,0,0,7.6923076923076925,186,28,4,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,1,10,3,411,4,2,3,2,1,2,3,1,0,0,2,3,0,0,0,0,16.666666666666668,133,18,8,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
0,1,9,2,41,4,2,3,2,1,2,3,1,0,10,5,3,10,0,1,8,6.666666666666667,147,20,8,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
0,1,12,3,520,1,2,2,2,1,2,3,3,1,25,3,3,25,10,3,9,6.976744186046512,666,18,6,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0,1,1,4,1892,1,3,1,2,2,2,3,1,1,22,3,3,19,7,11,16,10.0,1261,18,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,1,18,4,2049,3,3,3,2,1,2,3,4,2,10,2,4,10,2,0,2,11.428571428571429,487,25,10,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,1,10,3,1639,4,2,1,2,9,2,3,3,0,15,3,3,13,12,6,0,8.571428571428571,588,20,8,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1,22,2,160,3,3,2,2,0,2,3,1,1,8,2,4,7,7,0,7,6.0606060606060606,558,25,6,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1,9,3,864,4,3,1,2,4,2,3,3,1,18,2,3,5,4,0,2,6.666666666666667,717,27,8,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0,1,1,3,1438,1,3,4,2,7,2,3,3,1,17,2,2,6,5,1,2,6.382978723404255,218,30,8,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,1,21,3,1107,1,3,3,2,1,2,4,3,1,1,0,2,1,1,0,0,11.538461538461538,274,25,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,1,2,1,1334,3,3,3,2,0,2,3,4,0,21,3,2,20,8,2,10,2.380952380952381,1275,21,10,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,1,7,1,912,1,2,4,2,6,2,3,3,3,8,5,3,4,3,0,3,3.4482758620689653,174,21,8,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,1,9,5,287,4,2,4,2,9,2,3,4,1,5,5,1,3,2,0,2,12.5,243,35,12,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,10,3,1774,4,3,3,2,1,2,3,3,1,15,3,3,15,14,0,7,8.823529411764707,353,19,10,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
0,1,9,5,663,4,3,3,2,3,2,3,2,1,10,3,3,8,7,4,7,11.627906976744185,396,33,9,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,1,12,3,961,4,3,4,2,0,2,3,3,2,10,2,1,9,7,8,5,9.67741935483871,566,21,11,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1,29,4,1784,1,2,4,2,1,2,3,1,2,13,3,3,12,7,5,7,12.903225806451612,352,18,6,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1,19,1,217,3,3,4,2,1,2,4,1,2,2,6,3,2,2,2,2,4.545454545454546,316,20,8,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0,1,14,3,252,4,3,2,2,1,2,3,4,1,8,5,3,8,7,1,6,9.090909090909092,250,25,10,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0,1,8,1,1278,4,2,2,2,1,2,3,4,1,34,3,3,33,9,15,0,1.8181818181818181,493,21,10,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1,2,1,1371,4,1,4,2,3,2,4,2,0,8,3,3,6,2,0,0,3.7037037037037037,187,19,10,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
0,1,2,3,571,3,3,4,2,0,2,3,3,0,12,2,2,11,7,6,7,10.0,256,18,10,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
0,1,3,4,5,4,3,3,2,1,2,3,3,0,8,3,3,8,7,3,0,12.121212121212121,264,25,10,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,1,24,4,419,2,3,2,2,7,2,3,3,1,11,3,3,9,8,0,8,11.11111111111111,472,25,7,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,1,10,4,1924,2,3,3,2,1,2,3,2,0,10,2,2,10,4,0,9,12.121212121212121,498,23,7,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
0,1,1,3,1834,3,3,1,2,1,2,4,3,1,3,3,3,3,2,1,2,10.714285714285714,384,25,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,1,1,3,1562,2,2,1,2,1,2,3,4,1,10,4,3,10,8,6,7,10.0,647,20,7,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,1,27,3,283,2,3,4,2,1,2,4,4,3,10,3,2,10,4,1,9,10.344827586206897,790,19,10,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,1,23,3,1310,3,3,1,2,0,2,3,1,0,6,2,3,5,2,0,3,7.6923076923076925,300,33,5,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
0,1,26,4,1682,1,3,3,2,6,2,3,2,2,10,2,2,3,2,0,2,11.11111111111111,445,26,6,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,29,4,1046,4,3,3,2,9,2,3,2,0,10,2,3,8,7,7,7,12.5,377,22,9,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
0,1,4,3,705,1,4,1,2,2,2,3,1,1,5,3,4,3,2,0,2,13.043478260869565,490,18,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0,1,10,3,749,3,3,3,2,1,2,3,3,0,1,6,3,1,0,0,0,10.344827586206897,273,28,9,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
0,1,1,3,534,2,4,1,2,1,2,3,3,1,10,2,3,10,7,0,7,7.317073170731708,818,31,6,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1,7,4,1830,4,3,4,2,4,2,3,2,1,14,2,2,7,1,1,7,7.407407407407407,380,40,10,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,1,25,4,881,4,3,2,2,1,2,3,1,1,10,3,2,10,2,7,8,11.428571428571429,173,25,7,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,1,6,3,1154,3,2,3,2,1,2,3,4,1,3,2,3,3,1,0,2,10.714285714285714,193,25,10,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,1,3,2,1779,4,1,4,2,5,2,3,1,0,6,3,3,2,2,2,2,5.882352941176471,177,28,9,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
0,1,1,3,1956,4,1,1,2,1,2,4,2,0,10,6,3,10,8,8,7,9.67741935483871,161,21,7,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,1,11,4,631,4,4,3,2,8,2,3,4,0,6,2,3,4,2,1,2,12.5,588,26,11,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1,11,3,1985,4,3,3,2,1,2,3,1,1,10,2,4,10,9,9,4,7.5,474,30,8,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,1,2,1,1136,1,2,2,2,0,2,3,1,0,6,2,1,5,3,0,4,3.5714285714285716,228,22,4,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0,1,1,2,872,4,2,4,2,6,2,4,1,2,4,2,1,2,2,2,2,9.090909090909092,434,18,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,1,1,4,1286,4,3,3,2,0,2,3,3,0,5,2,2,4,2,0,2,14.285714285714286,230,23,10,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,1,4,2,527,2,2,4,2,1,2,3,2,0,5,3,3,5,4,1,3,8.0,358,20,8,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0,1,3,3,704,3,2,3,2,1,2,3,3,2,1,3,3,1,0,0,0,8.571428571428571,73,34,9,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,1,7,5,1446,4,3,4,2,4,2,3,3,1,7,3,2,4,3,0,3,15.625,862,25,11,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1,6,2,1782,4,2,3,2,1,2,3,2,1,5,3,3,5,4,0,4,5.2631578947368425,194,33,9,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,1,13,3,1487,1,3,2,2,5,2,3,1,0,7,4,1,5,3,0,0,10.344827586206897,596,22,4,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
0,1,28,3,183,1,2,3,2,2,2,3,4,0,6,3,3,2,2,2,2,12.0,691,19,8,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1,15,2,15,4,2,3,2,0,2,3,4,0,10,3,3,9,5,0,8,6.896551724137931,289,19,11,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,1,5,3,2057,2,3,1,2,0,2,3,2,0,10,2,3,9,4,1,7,9.67741935483871,961,21,5,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
0,1,24,2,335,1,3,4,2,1,2,3,1,2,9,3,3,9,8,4,7,5.0,248,31,6,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,1,20,4,450,4,3,3,2,3,2,3,4,0,20,4,2,4,3,0,3,7.407407407407407,270,34,11,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
0,1,2,4,1443,1,3,3,2,3,2,3,2,2,26,2,4,20,17,5,6,8.51063829787234,1095,21,6,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,1,8,1,800,3,3,4,2,0,2,3,2,1,5,3,3,4,2,1,1,3.7037037037037037,482,22,9,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1,1,3,620,1,3,3,2,1,2,3,4,0,5,3,3,5,4,0,3,8.571428571428571,416,30,8,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
0,1,1,4,1116,1,4,4,2,2,2,4,3,0,27,3,2,5,4,2,1,8.333333333333334,1407,21,8,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
0,1,26,4,1625,4,3,3,2,3,2,3,3,1,27,2,3,5,2,1,0,8.51063829787234,1254,20,10,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,1,6,3,162,1,3,3,2,7,2,3,3,0,23,5,3,20,18,15,15,5.882352941176471,1149,28,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
0,1,2,4,616,1,2,3,2,2,2,3,1,0,10,3,3,8,7,0,7,9.75609756097561,332,31,5,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0,1,15,2,1754,3,2,1,2,2,2,3,1,1,12,2,3,7,7,1,7,6.666666666666667,476,18,5,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
0,1,8,2,1823,2,4,3,2,1,2,4,3,2,10,5,3,10,8,4,8,5.882352941176471,799,24,8,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1,10,3,1179,3,2,3,2,1,2,3,1,1,10,3,3,10,3,1,4,10.0,438,20,7,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1,3,3,850,4,3,4,2,1,2,3,3,3,0,6,2,0,0,0,0,11.11111111111111,189,27,11,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0,1,1,3,734,4,2,3,2,1,2,3,2,1,22,3,3,22,7,2,10,7.317073170731708,936,19,9,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,1,8,2,944,1,3,2,2,4,2,3,3,1,29,3,2,26,9,1,7,4.081632653061225,453,20,6,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,1,1,3,1369,4,2,4,2,0,2,3,2,1,10,0,3,9,7,0,0,8.571428571428571,306,25,10,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,1,12,5,1073,4,2,4,2,0,2,3,2,0,15,2,2,14,8,7,8,13.88888888888889,492,21,10,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1,1,1,3,896,2,2,3,2,6,2,3,3,3,5,3,3,3,2,0,2,10.344827586206897,193,24,8,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,1,9,3,1077,4,3,4,2,1,2,3,2,0,2,3,3,2,2,0,2,15.0,348,18,10,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,23,2,261,2,2,3,2,3,2,3,1,0,8,1,3,1,0,0,1,5.714285714285714,338,27,6,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,1,4,4,1191,4,3,1,2,4,2,3,4,1,28,2,3,5,2,4,2,7.142857142857143,1068,28,9,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
0,1,2,2,556,4,3,4,2,1,2,4,3,1,1,3,3,1,0,0,0,5.2631578947368425,134,37,11,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,1,27,3,13,3,3,3,2,6,2,3,2,2,17,3,2,7,7,7,7,8.333333333333334,436,19,8,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,1,3,384,3,3,2,2,1,2,4,1,1,6,6,1,6,5,1,4,11.538461538461538,738,20,6,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
0,1,2,4,905,1,3,1,2,1,2,3,4,1,31,3,3,31,6,14,7,8.0,1075,19,6,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1,1,9,3,190,1,3,1,2,7,2,4,1,0,10,2,4,5,4,0,4,9.375,393,22,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
0,1,1,4,2013,2,2,2,2,0,2,3,2,1,3,2,3,2,2,2,2,12.5,141,29,6,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
0,1,1,3,1249,1,3,4,2,1,2,3,1,3,3,5,3,3,2,1,2,10.344827586206897,388,26,6,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,1,6,3,1311,1,2,4,2,0,2,3,1,1,10,6,3,9,2,6,7,10.0,308,20,6,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,1,28,3,615,3,1,1,2,3,2,3,3,1,20,2,3,1,0,0,1,7.5,273,20,7,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
0,1,1,4,1431,4,3,1,2,5,2,3,3,2,10,2,3,4,3,1,3,11.764705882352942,264,24,8,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,1,3,1,1586,2,3,1,2,1,2,3,4,0,10,3,3,10,9,1,5,3.4482758620689653,488,19,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,1,1,3,374,4,3,1,2,0,2,3,3,0,37,2,3,36,10,4,13,5.454545454545454,1038,18,8,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,1,1,4,230,1,2,4,2,4,2,4,3,0,12,2,4,8,3,0,7,10.526315789473685,457,26,8,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
0,1,26,2,1801,2,2,2,2,8,2,3,3,0,6,3,3,2,2,2,2,4.3478260869565215,347,40,7,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
0,1,3,4,1425,1,3,2,2,3,2,3,4,0,15,3,3,5,4,0,1,11.11111111111111,773,21,7,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1,1,2,3,977,4,3,3,2,4,2,4,1,0,7,4,3,1,0,0,0,5.172413793103448,128,51,8,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
0,1,7,4,36,1,2,4,2,3,2,3,4,1,24,4,3,22,6,5,17,9.090909090909092,465,20,9,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,26,3,1066,3,3,1,2,1,2,3,2,1,8,3,2,7,7,7,5,7.5,629,32,6,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1,13,1,995,2,3,4,2,3,2,3,1,0,5,4,3,3,2,0,2,3.0303030303030303,313,28,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1,1,3,1,510,3,3,1,2,0,2,4,3,0,7,2,3,6,4,0,4,3.8461538461538463,357,19,7,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
0,1,16,3,1674,4,3,1,2,4,2,3,2,1,17,2,2,2,2,2,2,6.122448979591836,158,32,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,1,26,4,2040,3,3,4,2,1,2,3,3,0,9,2,3,9,0,1,7,11.428571428571429,757,26,10,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0,1,8,5,1094,1,1,3,2,1,2,3,4,3,3,4,3,3,2,1,2,18.51851851851852,171,24,8,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,1,6,3,164,3,2,2,2,1,2,3,3,0,5,3,2,5,4,4,3,11.538461538461538,182,21,8,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
0,1,20,4,170,3,3,1,2,1,2,3,3,0,16,2,2,15,11,5,11,8.16326530612245,402,33,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,1,1,2,431,3,2,3,2,7,2,3,4,0,25,2,3,7,1,0,7,4.081632653061225,569,24,10,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0,1,25,2,1888,2,2,4,2,0,2,3,4,2,10,2,2,9,8,3,8,4.444444444444445,262,35,10,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,1,5,4,65,3,3,3,2,1,2,3,3,0,2,3,2,2,2,2,2,14.285714285714286,368,26,9,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,1,6,3,686,3,3,4,2,1,2,3,3,1,3,2,3,3,2,0,2,11.538461538461538,306,23,10,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,1,10,4,1200,3,3,3,2,1,2,3,3,0,6,4,3,6,4,0,2,9.090909090909092,200,38,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0,1,1,4,1361,2,3,2,2,3,2,4,3,1,7,3,3,4,2,0,3,10.0,179,33,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
