Age,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Label,IntoAge,Satisfaction,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes
1,1,2,57,3,3,4,2,1,2,4,4,0,12,2,3,12,8,3,7,0,18,11,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1,2,4,1873,2,2,4,2,8,2,4,2,1,19,2,4,5,2,0,4,0,36,8,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,1,5,204,3,3,2,2,1,2,3,1,2,10,3,3,10,8,0,6,0,25,6,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,8,1,1150,2,2,4,2,1,2,3,3,1,10,2,2,10,7,1,2,0,19,9,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,2,3,1458,1,2,1,2,2,2,4,2,0,11,2,4,1,0,0,0,1,28,4,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1,10,3,411,4,2,3,2,1,2,3,1,0,0,2,3,0,0,0,0,0,18,8,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1,9,2,41,4,2,3,2,1,2,3,1,0,10,5,3,10,0,1,8,0,20,8,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1,12,3,520,1,2,2,2,1,2,3,3,1,25,3,3,25,10,3,9,0,18,6,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1,1,4,1892,1,3,1,2,2,2,3,1,1,22,3,3,19,7,11,16,0,18,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1,18,4,2049,3,3,3,2,1,2,3,4,2,10,2,4,10,2,0,2,0,25,10,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,10,3,1639,4,2,1,2,9,2,3,3,0,15,3,3,13,12,6,0,1,20,8,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,22,2,160,3,3,2,2,0,2,3,1,1,8,2,4,7,7,0,7,0,25,6,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,9,3,864,4,3,1,2,4,2,3,3,1,18,2,3,5,4,0,2,0,27,8,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,1,3,1438,1,3,4,2,7,2,3,3,1,17,2,2,6,5,1,2,0,30,8,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,21,3,1107,1,3,3,2,1,2,4,3,1,1,0,2,1,1,0,0,1,25,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,2,1,1334,3,3,3,2,0,2,3,4,0,21,3,2,20,8,2,10,0,21,10,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1,7,1,912,1,2,4,2,6,2,3,3,3,8,5,3,4,3,0,3,0,21,8,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,9,5,287,4,2,4,2,9,2,3,4,1,5,5,1,3,2,0,2,0,35,12,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,10,3,1774,4,3,3,2,1,2,3,3,1,15,3,3,15,14,0,7,0,19,10,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,9,5,663,4,3,3,2,3,2,3,2,1,10,3,3,8,7,4,7,0,33,9,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,12,3,961,4,3,4,2,0,2,3,3,2,10,2,1,9,7,8,5,0,21,11,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,29,4,1784,1,2,4,2,1,2,3,1,2,13,3,3,12,7,5,7,0,18,6,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,19,1,217,3,3,4,2,1,2,4,1,2,2,6,3,2,2,2,2,0,20,8,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,14,3,252,4,3,2,2,1,2,3,4,1,8,5,3,8,7,1,6,0,25,10,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,8,1,1278,4,2,2,2,1,2,3,4,1,34,3,3,33,9,15,0,0,21,10,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,2,1,1371,4,1,4,2,3,2,4,2,0,8,3,3,6,2,0,0,0,19,10,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1,2,3,571,3,3,4,2,0,2,3,3,0,12,2,2,11,7,6,7,0,18,10,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1,3,4,5,4,3,3,2,1,2,3,3,0,8,3,3,8,7,3,0,0,25,10,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1,24,4,419,2,3,2,2,7,2,3,3,1,11,3,3,9,8,0,8,0,25,7,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,10,4,1924,2,3,3,2,1,2,3,2,0,10,2,2,10,4,0,9,0,23,7,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1,1,3,1834,3,3,1,2,1,2,4,3,1,3,3,3,3,2,1,2,0,25,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,1,3,1562,2,2,1,2,1,2,3,4,1,10,4,3,10,8,6,7,1,20,7,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,27,3,283,2,3,4,2,1,2,4,4,3,10,3,2,10,4,1,9,1,19,10,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,23,3,1310,3,3,1,2,0,2,3,1,0,6,2,3,5,2,0,3,1,33,5,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1,26,4,1682,1,3,3,2,6,2,3,2,2,10,2,2,3,2,0,2,0,26,6,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,29,4,1046,4,3,3,2,9,2,3,2,0,10,2,3,8,7,7,7,0,22,9,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1,4,3,705,1,4,1,2,2,2,3,1,1,5,3,4,3,2,0,2,0,18,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,10,3,749,3,3,3,2,1,2,3,3,0,1,6,3,1,0,0,0,0,28,9,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1,1,3,534,2,4,1,2,1,2,3,3,1,10,2,3,10,7,0,7,0,31,6,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,7,4,1830,4,3,4,2,4,2,3,2,1,14,2,2,7,1,1,7,0,40,10,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,25,4,881,4,3,2,2,1,2,3,1,1,10,3,2,10,2,7,8,1,25,7,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,6,3,1154,3,2,3,2,1,2,3,4,1,3,2,3,3,1,0,2,0,25,10,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,3,2,1779,4,1,4,2,5,2,3,1,0,6,3,3,2,2,2,2,0,28,9,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1,1,3,1956,4,1,1,2,1,2,4,2,0,10,6,3,10,8,8,7,0,21,7,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,11,4,631,4,4,3,2,8,2,3,4,0,6,2,3,4,2,1,2,1,26,11,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,11,3,1985,4,3,3,2,1,2,3,1,1,10,2,4,10,9,9,4,0,30,8,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,2,1,1136,1,2,2,2,0,2,3,1,0,6,2,1,5,3,0,4,0,22,4,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,1,2,872,4,2,4,2,6,2,4,1,2,4,2,1,2,2,2,2,0,18,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,1,4,1286,4,3,3,2,0,2,3,3,0,5,2,2,4,2,0,2,0,23,10,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1,4,2,527,2,2,4,2,1,2,3,2,0,5,3,3,5,4,1,3,0,20,8,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1,3,3,704,3,2,3,2,1,2,3,3,2,1,3,3,1,0,0,0,0,34,9,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,7,5,1446,4,3,4,2,4,2,3,3,1,7,3,2,4,3,0,3,0,25,11,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,6,2,1782,4,2,3,2,1,2,3,2,1,5,3,3,5,4,0,4,0,33,9,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,13,3,1487,1,3,2,2,5,2,3,1,0,7,4,1,5,3,0,0,1,22,4,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1,28,3,183,1,2,3,2,2,2,3,4,0,6,3,3,2,2,2,2,0,19,8,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,15,2,15,4,2,3,2,0,2,3,4,0,10,3,3,9,5,0,8,0,19,11,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1,5,3,2057,2,3,1,2,0,2,3,2,0,10,2,3,9,4,1,7,0,21,5,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1,24,2,335,1,3,4,2,1,2,3,1,2,9,3,3,9,8,4,7,0,31,6,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1,20,4,450,4,3,3,2,3,2,3,4,0,20,4,2,4,3,0,3,0,34,11,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1,2,4,1443,1,3,3,2,3,2,3,2,2,26,2,4,20,17,5,6,0,21,6,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1,8,1,800,3,3,4,2,0,2,3,2,1,5,3,3,4,2,1,1,0,22,9,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,1,3,620,1,3,3,2,1,2,3,4,0,5,3,3,5,4,0,3,0,30,8,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1,1,4,1116,1,4,4,2,2,2,4,3,0,27,3,2,5,4,2,1,0,21,8,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1,26,4,1625,4,3,3,2,3,2,3,3,1,27,2,3,5,2,1,0,0,20,10,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1,6,3,162,1,3,3,2,7,2,3,3,0,23,5,3,20,18,15,15,0,28,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1,2,4,616,1,2,3,2,2,2,3,1,0,10,3,3,8,7,0,7,0,31,5,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1,15,2,1754,3,2,1,2,2,2,3,1,1,12,2,3,7,7,1,7,0,18,5,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1,8,2,1823,2,4,3,2,1,2,4,3,2,10,5,3,10,8,4,8,0,24,8,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,10,3,1179,3,2,3,2,1,2,3,1,1,10,3,3,10,3,1,4,0,20,7,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,3,3,850,4,3,4,2,1,2,3,3,3,0,6,2,0,0,0,0,0,27,11,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,1,3,734,4,2,3,2,1,2,3,2,1,22,3,3,22,7,2,10,0,19,9,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1,8,2,944,1,3,2,2,4,2,3,3,1,29,3,2,26,9,1,7,0,20,6,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,1,3,1369,4,2,4,2,0,2,3,2,1,10,0,3,9,7,0,0,0,25,10,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,12,5,1073,4,2,4,2,0,2,3,2,0,15,2,2,14,8,7,8,0,21,10,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1,1,3,896,2,2,3,2,6,2,3,3,3,5,3,3,3,2,0,2,1,24,8,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,9,3,1077,4,3,4,2,1,2,3,2,0,2,3,3,2,2,0,2,1,18,10,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,23,2,261,2,2,3,2,3,2,3,1,0,8,1,3,1,0,0,1,1,27,6,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,4,4,1191,4,3,1,2,4,2,3,4,1,28,2,3,5,2,4,2,0,28,9,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1,2,2,556,4,3,4,2,1,2,4,3,1,1,3,3,1,0,0,0,0,37,11,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,27,3,13,3,3,3,2,6,2,3,2,2,17,3,2,7,7,7,7,0,19,8,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,1,3,384,3,3,2,2,1,2,4,1,1,6,6,1,6,5,1,4,0,20,6,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,2,4,905,1,3,1,2,1,2,3,4,1,31,3,3,31,6,14,7,0,19,6,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1,9,3,190,1,3,1,2,7,2,4,1,0,10,2,4,5,4,0,4,1,22,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1,1,4,2013,2,2,2,2,0,2,3,2,1,3,2,3,2,2,2,2,0,29,6,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,1,3,1249,1,3,4,2,1,2,3,1,3,3,5,3,3,2,1,2,0,26,6,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1,6,3,1311,1,2,4,2,0,2,3,1,1,10,6,3,9,2,6,7,0,20,6,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,28,3,615,3,1,1,2,3,2,3,3,1,20,2,3,1,0,0,1,0,20,7,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1,1,4,1431,4,3,1,2,5,2,3,3,2,10,2,3,4,3,1,3,0,24,8,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1,3,1,1586,2,3,1,2,1,2,3,4,0,10,3,3,10,9,1,5,0,19,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1,1,3,374,4,3,1,2,0,2,3,3,0,37,2,3,36,10,4,13,0,18,8,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1,1,4,230,1,2,4,2,4,2,4,3,0,12,2,4,8,3,0,7,0,26,8,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1,26,2,1801,2,2,2,2,8,2,3,3,0,6,3,3,2,2,2,2,0,40,7,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1,3,4,1425,1,3,2,2,3,2,3,4,0,15,3,3,5,4,0,1,0,21,7,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1,2,3,977,4,3,3,2,4,2,4,1,0,7,4,3,1,0,0,0,1,51,8,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1,7,4,36,1,2,4,2,3,2,3,4,1,24,4,3,22,6,5,17,0,20,9,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,26,3,1066,3,3,1,2,1,2,3,2,1,8,3,2,7,7,7,5,0,32,6,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,13,1,995,2,3,4,2,3,2,3,1,0,5,4,3,3,2,0,2,0,28,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1,3,1,510,3,3,1,2,0,2,4,3,0,7,2,3,6,4,0,4,1,19,7,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1,16,3,1674,4,3,1,2,4,2,3,2,1,17,2,2,2,2,2,2,0,32,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,26,4,2040,3,3,4,2,1,2,3,3,0,9,2,3,9,0,1,7,0,26,10,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,8,5,1094,1,1,3,2,1,2,3,4,3,3,4,3,3,2,1,2,0,24,8,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,6,3,164,3,2,2,2,1,2,3,3,0,5,3,2,5,4,4,3,0,21,8,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,20,4,170,3,3,1,2,1,2,3,3,0,16,2,2,15,11,5,11,0,33,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,1,2,431,3,2,3,2,7,2,3,4,0,25,2,3,7,1,0,7,0,24,10,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1,25,2,1888,2,2,4,2,0,2,3,4,2,10,2,2,9,8,3,8,0,35,10,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,5,4,65,3,3,3,2,1,2,3,3,0,2,3,2,2,2,2,2,1,26,9,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1,6,3,686,3,3,4,2,1,2,3,3,1,3,2,3,3,2,0,2,0,23,10,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,10,4,1200,3,3,3,2,1,2,3,3,0,6,4,3,6,4,0,2,1,38,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1,1,4,1361,2,3,2,2,3,2,4,3,1,7,3,3,4,2,0,3,0,33,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,5,3,2060,4,2,3,2,0,2,3,4,0,5,2,3,4,2,0,0,0,21,11,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1,3,4,1115,3,2,4,2,3,2,3,4,3,6,2,3,0,0,0,0,0,28,11,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,2,2,1140,4,3,3,2,2,2,3,4,0,5,3,2,3,2,0,2,0,29,11,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1,27,4,1728,4,3,3,2,2,2,3,2,1,17,3,3,7,7,0,7,0,18,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,6,3,1402,1,2,3,2,1,2,3,1,0,20,3,1,20,7,1,8,0,23,5,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1,2,3,117,3,2,4,2,1,2,3,1,3,11,3,3,11,10,10,8,0,19,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,1,4,1903,2,4,1,2,2,2,3,4,1,10,5,3,2,0,2,2,0,34,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1,12,3,1768,2,3,2,2,8,2,4,2,3,7,6,2,5,3,0,4,0,35,6,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,3,3,562,3,3,4,2,4,2,3,3,1,9,3,1,5,3,1,4,0,21,10,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,22,4,567,3,3,1,2,0,2,3,3,0,10,3,3,9,8,7,8,0,20,7,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,10,1,1006,3,3,3,2,0,2,3,2,1,3,0,2,2,1,0,2,0,35,8,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,1,4,1427,2,1,3,2,1,2,3,2,0,1,3,3,1,0,0,0,1,30,7,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1,2,4,1070,3,2,3,2,6,2,3,2,1,13,4,3,9,4,7,0,0,41,8,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,15,4,1576,3,3,1,2,8,2,3,4,1,10,3,2,8,2,7,6,0,38,8,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,8,2,1461,4,4,2,2,9,2,3,4,0,8,3,3,3,2,0,2,0,23,10,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1,15,4,1975,2,3,1,2,0,2,3,1,0,21,3,3,20,8,11,10,0,18,4,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1,8,3,707,4,4,2,2,0,2,4,3,1,4,4,3,3,2,1,2,0,21,9,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,1,4,1047,2,4,4,2,0,2,3,4,1,16,2,2,15,1,0,9,0,18,10,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1,2,1,667,3,3,1,2,0,2,3,2,1,5,3,3,4,3,0,2,1,22,6,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1,20,3,1460,2,1,1,2,2,2,3,2,1,24,2,3,7,7,0,7,0,21,5,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,9,3,218,4,3,2,2,6,2,3,4,1,6,1,1,2,2,2,2,0,21,10,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1,2,2,1857,4,3,4,2,3,2,3,3,1,12,4,2,9,8,4,7,0,34,11,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
